id	isolate	source	species	aspA	glnA	gltA	glyA	pgm	tkt	uncA	mapA
25183	192_hum	human stool	Campylobacter jejuni	9	2	2	2	2	5	6	
25184	218_hum	human stool	Campylobacter jejuni	9	20	5	2	11	3	1	
25185	421_hum	human stool	Campylobacter jejuni	9	2	2	2	2	5	6	
25186	626_hum	human stool	Campylobacter jejuni	9	2	2	2	2	5	6	
25187	649_hum	human stool	Campylobacter jejuni	14	3	5	4	10	3	6	
25188	1001_hum	human stool	Campylobacter jejuni	2	17	52	10	11	3	6	
25189	1013_hum	human stool	Campylobacter jejuni	24	2	5	53	23	3	5	
25190	1035_hum	human stool	Campylobacter jejuni	2	2	5	2	2	1	1	
25191	20_hum	human stool	Campylobacter coli	114	39	30	79	188	35	17	
25192	53_hum	human stool	Campylobacter coli	103	110	30	140	104	168	79	
25193	111_hum	human stool	Campylobacter coli	33	39	30	79	483	85	17	
25194	486_hum	human stool	Campylobacter coli	103	110	30	140	104	168	79	
25195	512_hum	human stool	Campylobacter coli	103	110	103	140	459	164	79	
25196	586_hum	human stool	Campylobacter coli	103	110	103	140	459	164	79	
25197	672_hum	human stool	Campylobacter coli	103	110	103	140	459	164	79	
25198	831_hum	human stool	Campylobacter coli	114	110	30	140	104	168	79	
25199	960_hum	human stool	Campylobacter coli	103	110	30	140	104	168	79	
25200	3_vet	pig	Campylobacter coli	53	39	30	81	104	35	36	
25201	7_vet	pig	Campylobacter coli	53	39	30	82	104	35	17	
25202	509_food	chicken offal or meat	Campylobacter coli	33	39	30	116	113	47	17	
25203	543_food	chicken offal or meat	Campylobacter coli	33	39	30	79	104	35	36	
25204	544_food	chicken offal or meat	Campylobacter coli	33	39	30	79	104	35	36	
25205	649_vet	other animal	Campylobacter jejuni	24	2	6	53	23	3	1	
25206	215613_food	pork offal or meat	Campylobacter coli	32	160	30	82	152	44	36	
25207	224704_food	chicken offal or meat	Campylobacter coli	114	39	30	79	188	35	17	
25208	224703_food	chicken offal or meat	Campylobacter coli	114	39	30	79	188	35	17	
25209	228997_food	chicken offal or meat	Campylobacter coli	265	39	30	82	188	43	17	
25210	227190_food	chicken offal or meat	Campylobacter jejuni	103	28	30	28	363	3	79	
25211	227202_food	chicken offal or meat	Campylobacter jejuni	47	55	5	10	11	43	8	
25212	3-102	chicken	Campylobacter jejuni	22	15	4	64	23	25	23	
25213	53035	human stool	Campylobacter jejuni	2	1	12	3	2	11	5	
25214	50260	human stool	Campylobacter jejuni	2	103	5	62	11	12	23	
25215	51146	human stool	Campylobacter jejuni	2	1	12	3	3	1	5	
25216	51256	human stool	Campylobacter jejuni	10	27	16	19	10	282	7	
25217	AC3561	chicken	Campylobacter jejuni	2	4	1	2	11	3	6	
25218	EY29	chicken	Campylobacter jejuni	8	17	2	2	11	1	6	
25219	EY30	chicken	Campylobacter jejuni	8	17	2	2	11	1	6	
25285	8/510782	human unspecified	Campylobacter jejuni	2	4	1	93	258	3	335	
25286	8/513866	human unspecified	Campylobacter jejuni	2	84	12	3	568	1	5	
25287	8/975386	human unspecified	Campylobacter jejuni	9	2	4	62	4	5	335	
25288	8/511866	human unspecified	Campylobacter coli	196	39	30	79	104	47	17	
25289	8/891781	human unspecified	Campylobacter coli	33	39	66	82	113	43	120	
25290	49427	human stool	Campylobacter jejuni	160	84	5	10	11	1	5	
25291	49467	human stool	Campylobacter jejuni	10	2	50	62	91	73	45	
25292	49472	human stool	Campylobacter jejuni	160	84	5	10	13	1	5	
25293	56580	human stool	Campylobacter jejuni	33	66	30	79	10	43	17	
25294	8/976438	human unspecified	Campylobacter jejuni	356	17	5	10	350	3	3	
25295	344_hum	human stool	Campylobacter coli	33	39	30	79	113	544	17	
25296	483_hum	human stool	Campylobacter coli	33	39	30	79	113	544	17	
25297	57_vet	pig	Campylobacter coli	33	39	405	82	104	394	17	
25298	B10	chicken	Campylobacter coli	33	176	30	82	113	164	41	
25299	B12	chicken	Campylobacter coli	33	176	66	115	113	47	41	
25300	C3	chicken	Campylobacter coli	33	39	66	115	113	65	41	
25301	E1	chicken	Campylobacter jejuni	43	1	12	3	2	1	5	
25302	E2	chicken	Campylobacter jejuni	7	1	12	3	2	341	5	
25303	E15	chicken	Campylobacter jejuni	2	1	12	348	2	1	5	
25304	E18b	chicken	Campylobacter jejuni	2	1	12	9	2	1	5	
25305	H10a	chicken	Campylobacter coli	33	176	30	82	113	164	17	
25306	I2	chicken	Campylobacter jejuni	31	17	2	15	23	3	12	
25307	J1	chicken	Campylobacter coli	33	260	30	79	113	43	17	
25308	J3	chicken	Campylobacter coli	33	176	30	82	113	164	17	
25309	593	human stool	Campylobacter jejuni	24	483	2	2	10	289	1	
25310	J-Br-805	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25311	J-Br-807c	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25312	J-Br-803	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25313	J-Br-702	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25314	J-Br-802	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25315	I-Br-16	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25316	H-Br-17	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25317	H-Br-11	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25318	H-Br-3	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25319	F-Br-2	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25320	E-Br-12	starling	Campylobacter jejuni	4	7	10	4	1	7	1	
25321	F-Br-11	starling	Campylobacter jejuni	2	1	1	3	2	1	6	
25322	F-Br-1	starling	Campylobacter jejuni	2	1	1	3	2	1	6	
25323	J-Br-706	starling	Campylobacter jejuni	26	43	9	101	8	46	21	
25324	E-Br-2	starling	Campylobacter jejuni	26	43	9	101	8	46	21	
25325	I-Br-15	starling	Campylobacter jejuni	26	43	9	101	8	46	21	
25326	I-Br-14	starling	Campylobacter jejuni	26	43	9	101	8	46	21	
25327	H-Br-7	starling	Campylobacter jejuni	17	2	9	5	8	46	21	
25328	G-Br-7	starling	Campylobacter jejuni	17	2	8	5	121	46	21	
25329	G-Br-22	starling	Campylobacter jejuni	26	2	8	5	8	2	4	
25330	J-Br-506	starling	Campylobacter jejuni	26	2	8	5	8	2	4	
25331	G-Br-27	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25332	H-Br-12	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25333	E-Br-11	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25334	J-Br-501c	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25335	J-Br-502	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25336	J-Br-503	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25337	J-Br-505	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25338	J-Br-503c	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25339	J-Br-705	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25340	J-Br-705c	starling	Campylobacter jejuni	17	2	8	5	8	2	4	
25341	OA-I	sheep	Campylobacter jejuni	2	1	1	3	2	1	6	
25342	OA-II	sheep	Campylobacter jejuni	2	1	1	3	2	1	6	
25343	BA	cattle	Campylobacter jejuni	2	1	1	3	2	1	6	
25344	OF	sheep	Campylobacter coli	33	39	30	82	104	43	17	
25345	52983	human stool	Campylobacter jejuni	42	1	5	17	11	3	6	
25346	C121697	human stool	Campylobacter jejuni	2	1	1	3	2	1	291	
25347	H134000449	human unspecified	Campylobacter coli	121	239	200	540	686	452	408	
25348	CAMSA354_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25349	CAMSA2033_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25350	CAMSA2099_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25351	CAMSA2112_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25352	CAMSA2113_rr		Campylobacter jejuni	2	1	1		2	1	5	1
25353	CAMSA2200_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25354	CAMSA3632_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25355	CAMSA3665_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25356	CAMSA3681_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25357	CAMSA3741_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25358	CAMSA3802_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25359	CAMSA3837_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25360	CAMSA3844_rr		Campylobacter jejuni	2	1	1		2	1	5	1
25361	CAMSA3845_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25362	CAMSA3914_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25363	CAMSA3916_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25364	CAMSA3962_rr		Campylobacter jejuni	2	1	1		2	1	5	1
25365	CAMSA4031_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25366	CAMSA4124_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25367	CAMSA4186_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25368	CAMSA4196_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25369	CAMSA4221_rr		Campylobacter jejuni	2	1	1	3	2	1	5	1
25370	OXC4951	human stool	Campylobacter jejuni	7	2	5	2	10	3	6	9
25371	OXC4960	human stool	Campylobacter coli	33	38	134		104	47	36	6
25372	OXC4962	human stool	Campylobacter jejuni	61	70	22	18	2	74	47	
25373	OXC5322	human stool	Campylobacter jejuni	24	30	2	2	89	120	6	30
25374	OXC7954	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25375	OXC7956	human stool	Campylobacter jejuni	9	25	2	10	22	3	6	23
25376	OXC7957	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25377	OXC7959	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
25378	OXC7960	human stool	Campylobacter jejuni	2	1	5	3	2	1	5	1
25379	OXC7963	human stool	Campylobacter jejuni	4	7	40	4	42	51	1	1
25380	OXC7964	human stool	Campylobacter jejuni	1	4	2	2	6	1	17	12
25381	OXC7966	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25382	OXC7967	human stool	Campylobacter jejuni	24	30	2	2	89	120	6	30
25383	OXC7968	human stool	Campylobacter jejuni	2	21	5	37	2	1	5	5
25384	OXC7969	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25385	OXC7970	human stool	Campylobacter jejuni	8	10	2	2	11	12	6	1
25386	OXC7971	human stool	Campylobacter jejuni	62	4	5	2	2	1	5	5
25387	OXC7972	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	8
25388	OXC7973	human stool	Campylobacter jejuni	8	1	6	3	2	1	1	7
25389	OXC7974	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	4
25390	OXC7975	human stool	Campylobacter jejuni	4	7	10	4	1	51	1	8
25391	OXC7976	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25392	OXC7977	human stool	Campylobacter jejuni	1	6	60	24	12	28	1	13
25393	OXC7978	human stool	Campylobacter jejuni	8	10	2	2	11	12	6	1
25394	OXC7979	human stool	Campylobacter jejuni	4	7	10	4	42	7	1	8
25395	OXC7981	human stool	Campylobacter jejuni	2	1	1	3	2	319	5	1
25396	OXC7982	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25397	OXC7984	human stool	Campylobacter jejuni	7	53	2	10	11	3	3	7
25398	OXC7986	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25399	OXC7987	human stool	Campylobacter jejuni	4	22	10	4	1	7	1	
25400	OXC7988	human stool	Campylobacter coli	33	39	30	139	113	43	17	6
25401	OXC7991	human stool	Campylobacter jejuni	1	2	3	4	5	9	3	2
25402	OXC7993	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25403	OXC7995	human stool	Campylobacter coli	33	39	30	79	104	35	17	6
25404	OXC7997	human stool	Campylobacter jejuni	2	4	1	4	2	62	5	26
25405	OXC7523	human stool	Campylobacter jejuni	2	1	5	3	2	1	5	1
25406	OXC8001	human stool	Campylobacter jejuni	84	106	29	28	136	1	35	
25407	OXC8003	human stool	Campylobacter coli	33	39	30	139	113	47	17	6
25408	OXC8017	human stool	Campylobacter jejuni	24	2	5	53	23	3	1	1
25409	OXC8022	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25410	OXC8024	human stool	Campylobacter jejuni	64	33	22	111	122	17	16	
25411	OXC8036	human stool	Campylobacter jejuni	2	10	2	4	19	3	6	9
25412	OXC8037	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
25413	OXC8044	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25414	OXC8056	human stool	Campylobacter jejuni	64	33	22	111	122	17	16	
25415	OXC8060	human stool	Campylobacter jejuni	84	106	29	28	136	1	35	
25416	OXC8066	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	5
25417	OXC8068	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	1
25418	OXC8069	human stool	Campylobacter jejuni	1	2	3	4	5	9	3	2
25419	OXC8076	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	14
25420	OXC8079	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
25421	OXC8081	human stool	Campylobacter jejuni	9	25	2	10	22	3	6	23
25422	OXC8083	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	3
25423	OXC8084	human stool	Campylobacter jejuni	8	10	2	2	11	12	6	1
25424	OXC8085	human stool	Campylobacter jejuni	2	1	1	3	2	1	3	1
25425	OXC8086	human stool	Campylobacter jejuni	2	4	2	4	19	3	6	9
25426	OXC8089	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	3
25427	OXC8094	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25428	OXC8095	human stool	Campylobacter jejuni	8	10	2	2	11	12	6	1
25429	OXC8104	human stool	Campylobacter jejuni	9	2	4	62	4	133	6	4
25430	OXC8106	human stool	Campylobacter jejuni	2	1	21	3	2	1	5	1
25431	OXC8115	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25432	OXC8116	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25433	OXC8118	human stool	Campylobacter jejuni	4	7	10	4	42	7	1	8
25434	OXC7703	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	5
25435	OXC8145	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25436	OXC8151	human stool	Campylobacter jejuni	2	4	5	2	2	1	5	5
25437	OXC8155	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	14
25438	OXC8162	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25439	OXC8165	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	14
25440	OXC8166	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	14
25441	OXC8171	human stool	Campylobacter jejuni	2	1	21	3	2	1	5	1
25442	E110237	calf	Campylobacter jejuni	2	1	5	3	2	1	5	
25443	OXC8179	human stool	Campylobacter coli	33	39	30	139	619	43	17	6
25444	OXC8181	human stool	Campylobacter jejuni	9	25	2	10	22	3	6	23
25445	OXC8141	human stool	Campylobacter jejuni	2	21	5	37	2	1	5	5
25446	OXC8153	human stool	Campylobacter jejuni	1	2	3	4	5	9	3	2
25447	OXC8154	human stool	Campylobacter coli	33	39	30	82	104	47	17	
25448	OXC8177	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25449	OXC7343	human stool	Campylobacter jejuni	1	4	2	2	6	3	17	12
25450	OXC7399	human stool	Campylobacter jejuni	7	21	5	62	4	61	44	7
25451	OXC7408_R	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25452	OXC7652	human stool	Campylobacter jejuni	1	4	2	2	6	3	17	12
25453	OXC7751	human stool	Campylobacter jejuni	77	30	2	2	89	59	6	30
25454	OXC7757	human stool	Campylobacter jejuni	10	27	43	19	6	18	7	20
25455	OXC7785	human stool	Campylobacter jejuni	9	2	4	62	4	133	6	4
25456	OXC7946	human stool	Campylobacter jejuni	2	4	2	4	19	3	6	9
25457	OXC8125	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	5
25458	OXC8126	human stool	Campylobacter jejuni	8	10	2	2	11	12	6	1
25459	OXC8128	human stool	Campylobacter jejuni	4	7	10	4	42	51	1	1
25460	OXC8129	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25461	OXC8130	human stool	Campylobacter jejuni	8	10	2	210	11	12	6	1
25462	OXC8132	human stool	Campylobacter jejuni	2	17	2	3	2	1	5	1
25463	OXC8134	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25464	OXC8138	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25465	OXC7685	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25466	OXC4916	human stool	Campylobacter jejuni	9	17	5	10	350	3	3	7
25467	OXC4952	human stool	Campylobacter jejuni	7	172	21	49	125	224	51	7
25468	OXC4958	human stool	Campylobacter jejuni	2	61	4	64	332	7	23	10
25469	OXC5070	human stool	Campylobacter jejuni	14	17	5	2	2	3	6	9
25470	OXC5212	human stool	Campylobacter jejuni	1	3	6	4	3	3	3	9
25471	OXC5304	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	5
25472	OXC5312	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25473	OXC5314	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	14
25474	OXC5316	human stool	Campylobacter jejuni	7	17	5	2	705	3	6	9
25475	OXC5319	human stool	Campylobacter jejuni	2	21	5	2	59	1	5	5
25476	OXC7947	human stool	Campylobacter jejuni	9	25	2	10	22	3	6	23
25477	OXC7952	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25478	OXC7958	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25479	OXC7961	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25480	OXC7962	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	4
25481	OXC7989	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25482	OXC7990	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25483	OXC7992	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
25484	OXC7994	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25485	OXC7996	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25486	OXC7999	human stool	Campylobacter jejuni	10	27	43	19	6	18	7	20
25487	OXC8002	human stool	Campylobacter jejuni	2	21	5	37	2	1	5	5
25488	OXC8004	human stool	Campylobacter jejuni	2	1	12	462	2	1	5	1
25489	OXC8005	human stool	Campylobacter jejuni	9	17	5	10	350	3	3	7
25490	OXC8006	human stool	Campylobacter jejuni	2	21	5	37	60	1	5	5
25491	OXC8007	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	8
25492	OXC8010	human stool	Campylobacter jejuni	2	21	5	2	60	1	5	5
25493	OXC8016	human stool	Campylobacter jejuni	4	7	10	4	42	7	1	8
25494	OXC8019	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25495	OXC8021	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25496	OXC8025	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25497	OXC8027	human stool	Campylobacter jejuni	2	21	5	2	60	1	5	5
25498	OXC8029	human stool	Campylobacter jejuni	2	21	5	37	2	1	5	5
25499	OXC8030	human stool	Campylobacter jejuni	9	2	4	62	4	5	12	4
25500	OXC8031	human stool	Campylobacter jejuni	1	3	6	4	3	3	3	9
25501	OXC8032	human stool	Campylobacter sp.								
25502	OXC8033	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25503	OXC8035	human stool	Campylobacter jejuni	2	1	1	3	492	1	5	1
25504	OXC8038	human stool	Campylobacter jejuni	2	17	2	3	2	1	5	1
25505	OXC8040	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	5
25506	OXC8041	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25507	OXC8042	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25508	OXC8046	human stool	Campylobacter jejuni	4	7	41	4	42	7	1	1
25509	OXC8048	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	1
25510	OXC8052	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	1
25511	OXC8058	human stool	Campylobacter jejuni	1	2	3	4	5	9	3	2
25512	OXC8062	human stool	Campylobacter jejuni	4	7	40	4	42	7	1	1
25513	OXC8063	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25514	OXC8064	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	5
25515	OXC8065	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	8
25516	OXC8070	human stool	Campylobacter jejuni	7	17	5	2	86	3	1	9
25517	OXC8077	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25518	OXC8078	human stool	Campylobacter jejuni	2	21	5	543	60	1	5	5
25519	OXC8080	human stool	Campylobacter jejuni	4	7	10	4	42	51	1	1
25520	OXC8082	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25521	OXC8087	human stool	Campylobacter jejuni	7	21	5	62	4	61	44	7
25522	OXC8088	human stool	Campylobacter jejuni	8	10	2	2	11	12	6	
25523	OXC8090	human stool	Campylobacter jejuni	62	4	5	2	2	1	5	5
25524	OXC8091	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25525	OXC8096	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25526	OXC8098	human stool	Campylobacter jejuni	24	2	2	53	23	3	1	1
25527	OXC8099	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25528	OXC8100	human stool	Campylobacter jejuni	4	7	10	4	42	7	1	22
25529	OXC8101	human stool	Campylobacter jejuni	2	4	2	4	19	3	6	9
25530	OXC8103	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25531	OXC8105	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25532	OXC8107	human stool	Campylobacter jejuni	2	1	21	3	2	1	5	1
25533	OXC8113	human stool	Campylobacter jejuni	83	84	5	10	11	552	46	
25534	OXC8114	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	1
25535	OXC8119	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25536	OXC8120	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	5
25537	OXC7710	human stool	Campylobacter jejuni	1	2	3	4	5	9	3	2
25538	OXC7730	human stool	Campylobacter jejuni	2	21	5	2	2	1	5	5
25539	OXC8121	human stool	Campylobacter jejuni	8	17	5	2	696	59	6	25
25540	OXC8122	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25541	OXC8150	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	14
25542	OXC8161	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
25543	OXC8163	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25544	OXC8164	human stool	Campylobacter jejuni	10	27	16	19	10	5	7	20
25545	OXC8167	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25546	OXC8169	human stool	Campylobacter jejuni	1	3	6	4	3	3	3	9
25547	OXC8170	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	8
25548	OXC8172	human stool	Campylobacter jejuni	9	25	2	10	22	3	6	23
25549	OXC8174	human stool	Campylobacter jejuni	8	10	2	210	11	12	6	1
25550	OXC7218_R	human stool	Campylobacter coli	33	38	30	82	104	43	388	28
25551	OXC7898	human stool	Campylobacter jejuni	1	2	3	4	5	9	3	2
25552	OXC7318	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25553	OXC7581	human stool	Campylobacter coli	33	39	30	82	113	47	17	6
25554	OXC7604_R	human stool	Campylobacter jejuni	79	55	5	10	11	1	6	7
25555	OXC7651	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25556	OXC8123	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25557	OXC8124	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	5
25558	OXC8127	human stool	Campylobacter jejuni	3	1	5	17	11	11	6	
25559	OXC8131	human stool	Campylobacter coli	33	176	30	82	113	43	17	6
25560	OXC8133	human stool	Campylobacter jejuni	2	17	2	3	2	1	5	1
25561	OXC5220_R	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	1
25562	OXC4911	human stool	Campylobacter jejuni	7	53	2	10	11	3	3	7
25563	OXC4959	human stool	Campylobacter coli	33	39	30	139	113	47	17	6
25564	OXC4961	human stool	Campylobacter jejuni	2	1	1	3	2	1	3	1
25565	OXC4963	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	4
25566	OXC5311	human stool	Campylobacter jejuni	2	1	21	3	2	1	5	1
25567	OXC7936	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25568	OXC7942	human stool	Campylobacter jejuni	1	3	6	4	3	3	3	9
25569	OXC7949	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25570	OXC7950	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25571	OXC7951	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
25572	OXC7953	human stool	Campylobacter jejuni	1	3	6	4	3	3	3	9
25573	OXC7955	human stool	Campylobacter jejuni	14	1	1	3	2	1	5	1
25574	OXC7965	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	4
25575	OXC7980	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	14
25576	OXC7983	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	4
25577	OXC7985	human stool	Campylobacter coli	33	39	30	79	104	85	17	6
25578	OXC8000	human stool	Campylobacter jejuni	9	2	4	542	4	5	6	4
25579	OXC8008	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25580	OXC8009	human stool	Campylobacter jejuni	9	17	5	10	350	3	3	7
25581	OXC8011	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	5
25582	OXC8012	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	14
25583	OXC8013	human stool	Campylobacter jejuni	8	10	2	2	11	12	6	1
25584	OXC8014	human stool	Campylobacter jejuni	24	2	2	2	10	3	3	1
25585	OXC8015	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	1
25586	OXC8018	human stool	Campylobacter coli	33	39	30	82	113	47	17	6
25587	OXC8020	human stool	Campylobacter coli	33	39	30	82	104	56	17	16
